agg_trade_id,price,quantity,first_trade_id,last_trade_id,transact_time,is_buyer_maker
272321099,70942.40,0.0021,474638084,474638084,1776001781409,False
272321100,70942.40,0.0140,474638085,474638085,1776001781716,False
272321101,70940.10,0.0030,474638086,474638086,1776001781974,True
272321102,70942.40,0.0018,474638087,474638087,1776001783715,False
272321103,70942.40,0.0691,474638088,474638089,1776001784464,False
272321104,70942.40,0.0035,474638090,474638091,1776001785197,False
272321105,70942.40,0.0048,474638092,474638093,1776001785484,False
272321106,70942.40,0.0037,474638094,474638095,1776001786420,False
272321107,70941.70,0.0032,474638096,474638097,1776001787347,True
272321108,70942.40,0.0016,474638098,474638098,1776001787999,False
272321109,70942.40,0.0015,474638099,474638099,1776001788145,False
272321110,70942.40,0.0021,474638100,474638100,1776001788397,False
272321111,70941.70,0.0030,474638101,474638103,1776001788483,True
272321112,70942.40,0.0016,474638104,474638104,1776001788664,False
272321113,70941.90,0.0018,474638105,474638105,1776001789476,False
272321114,70941.90,0.0018,474638106,474638106,1776001790002,False
272321115,70941.90,0.0004,474638107,474638107,1776001790372,False
272321116,70942.40,0.0013,474638108,474638108,1776001790372,False
272321117,70942.40,0.0020,474638109,474638109,1776001790702,False
272321118,70942.40,0.0030,474638110,474638110,1776001790859,False
272321119,70942.40,0.0024,474638111,474638111,1776001791417,False
272321120,70942.40,0.0018,474638112,474638112,1776001791974,False
272321121,70941.90,0.0050,474638113,474638114,1776001792147,False
272321122,70942.40,0.0587,474638115,474638115,1776001792247,False
272321123,70942.70,0.3750,474638116,474638117,1776001792247,False
272321124,70942.80,2.0633,474638118,474638118,1776001792247,False
272321125,70942.80,0.0020,474638119,474638119,1776001792410,False
272321126,70942.80,0.0023,474638120,474638120,1776001793171,False
272321127,70942.80,0.0023,474638121,474638121,1776001793458,False
272321128,70942.80,0.0018,474638122,474638122,1776001793746,False
272321129,70942.80,0.0023,474638123,474638123,1776001794046,False
272321130,70942.80,0.0020,474638124,474638124,1776001794746,False
272321131,70941.70,0.0013,474638125,474638125,1776001794837,True
272321132,70940.20,0.0003,474638126,474638126,1776001794837,True
272321133,70942.80,0.0017,474638127,474638127,1776001795248,False
272321134,70942.80,0.0020,474638128,474638128,1776001795575,False
272321135,70942.80,0.0020,474638129,474638129,1776001795808,False
272321136,70942.80,0.4795,474638130,474638130,1776001796208,False
272321137,70942.50,0.0030,474638131,474638131,1776001796289,True
272321138,70942.80,0.0015,474638132,474638132,1776001796324,False
272321139,70942.80,0.0019,474638133,474638133,1776001796623,False
272321140,70942.50,0.0030,474638134,474638134,1776001796876,True
272321141,70942.80,0.0040,474638135,474638136,1776001797928,False
272321142,70942.80,0.0039,474638137,474638138,1776001798205,False
272321143,70942.80,0.0040,474638139,474638139,1776001798593,False
272321144,70942.50,0.0018,474638140,474638140,1776001798836,True
272321145,70942.50,0.0020,474638141,474638141,1776001799206,True
272321146,70942.80,0.0020,474638142,474638142,1776001799295,False
272321147,70942.80,0.0042,474638143,474638144,1776001799569,False
272321148,70942.80,0.0022,474638145,474638145,1776001800088,False
272321149,70942.80,0.0019,474638146,474638146,1776001800318,False
272321150,70942.80,0.0019,474638147,474638147,1776001800465,False
272321151,70942.80,0.0040,474638148,474638148,1776001800929,False
272321152,70942.80,0.0017,474638149,474638149,1776001801297,False
272321153,70942.80,0.0016,474638150,474638150,1776001801792,False
272321154,70942.80,0.0018,474638151,474638151,1776001802166,False
272321155,70942.80,0.0018,474638152,474638152,1776001802678,False
272321156,70942.80,0.0023,474638153,474638153,1776001803169,False
272321157,70942.80,0.0020,474638154,474638154,1776001803465,False
272321158,70942.80,0.0017,474638155,474638155,1776001803605,False
272321159,70942.80,0.0018,474638156,474638156,1776001804199,False
272321160,70942.80,0.0156,474638157,474638158,1776001804378,False
272321161,70942.80,0.0318,474638159,474638161,1776001804695,False
272321162,70942.80,0.0019,474638162,474638162,1776001805363,False
272321163,70942.80,0.0023,474638163,474638163,1776001805681,False
272321164,70942.80,0.0023,474638164,474638164,1776001806024,False
272321165,70942.80,0.0020,474638165,474638165,1776001806658,False
272321166,70942.80,0.0022,474638166,474638166,1776001807019,False
272321167,70942.50,0.0018,474638167,474638167,1776001807643,True
272321168,70942.80,0.0022,474638168,474638168,1776001807905,False
272321169,70942.80,0.0017,474638169,474638169,1776001808016,False
272321170,70942.50,0.1756,474638170,474638171,1776001808228,True
272321171,70942.40,1.8244,474638172,474638172,1776001808228,True
272321172,70942.40,0.0030,474638173,474638173,1776001808413,True
272321173,70942.80,0.0022,474638174,474638174,1776001808596,False
272321174,70942.80,0.4073,474638175,474638175,1776001808820,False
272321175,70942.80,0.0024,474638176,474638176,1776001809254,False
272321176,70942.80,0.0060,474638177,474638177,1776001809542,False
272321177,70942.40,0.4602,474638178,474638178,1776001809970,True
272321178,70942.80,0.0016,474638179,474638179,1776001809985,False
272321179,70942.80,0.0020,474638180,474638180,1776001810099,False
272321180,70942.80,0.0021,474638181,474638181,1776001810586,False
272321181,70942.80,0.0674,474638182,474638182,1776001810889,False
272321182,70942.80,0.0018,474638183,474638183,1776001811364,False
272321183,70942.80,0.0017,474638184,474638184,1776001811804,False
272321184,70942.40,0.4138,474638185,474638185,1776001812171,True
272321185,70942.80,0.0021,474638186,474638186,1776001812844,False
272321186,70942.80,0.0016,474638187,474638187,1776001813045,False
272321187,70942.40,0.0060,474638188,474638188,1776001813303,True
272321188,70942.40,3.8945,474638189,474638189,1776001813469,True
272321189,70942.80,0.0079,474638190,474638191,1776001813472,False
272321190,70942.40,0.0060,474638192,474638192,1776001813770,True
272321191,70942.80,0.0078,474638193,474638194,1776001814007,False
272321192,70942.40,0.1917,474638195,474638196,1776001814217,True
272321193,70942.70,0.0022,474638197,474638197,1776001814354,False
272321194,70942.40,0.0060,474638198,474638198,1776001814467,True
272321195,70942.70,0.1853,474638199,474638200,1776001814537,False
272321196,70942.80,0.2749,474638201,474638201,1776001814537,False
272321197,70942.80,0.0023,474638202,474638202,1776001814676,False
272321198,70942.80,0.0019,474638203,474638203,1776001815027,False
272321199,70942.40,0.0021,474638204,474638204,1776001815096,True
272321200,70942.80,0.2429,474638205,474638205,1776001815258,False
272321201,70942.80,0.0060,474638206,474638206,1776001815409,False
272321202,70942.80,0.0023,474638207,474638207,1776001815654,False
272321203,70942.80,0.0017,474638208,474638208,1776001815985,False
272321204,70942.40,0.0406,474638209,474638209,1776001816233,True
272321205,70942.80,0.0106,474638210,474638210,1776001816355,False
272321206,70942.80,0.0045,474638211,474638212,1776001816711,False
272321207,70942.80,0.0020,474638213,474638213,1776001817178,False
272321208,70942.40,0.0060,474638214,474638214,1776001817648,True
272321209,70942.80,0.0563,474638215,474638215,1776001817686,False
272321210,70942.80,0.0021,474638216,474638216,1776001818041,False
272321211,70942.80,0.0036,474638217,474638218,1776001818448,False
272321212,70942.80,0.0084,474638219,474638220,1776001818640,False
272321213,70942.40,0.0030,474638221,474638221,1776001818872,True
272321214,70942.80,0.0142,474638222,474638224,1776001818951,False
272321215,70942.80,0.0038,474638225,474638226,1776001819813,False
272321216,70942.80,0.0040,474638227,474638228,1776001820007,False
272321217,70942.50,0.1840,474638229,474638230,1776001820505,True
272321218,70942.70,0.1758,474638231,474638232,1776001820535,False
272321219,70942.70,0.0080,474638233,474638233,1776001821012,False
272321220,70942.80,0.5996,474638234,474638234,1776001821012,False
272321221,70942.80,0.0016,474638235,474638235,1776001821135,False
272321222,70942.80,0.0021,474638236,474638236,1776001821846,False
272321223,70942.80,0.0020,474638237,474638237,1776001822424,False
272321224,70942.50,0.0035,474638238,474638238,1776001823646,True
272321225,70942.80,0.0050,474638239,474638240,1776001823747,False
272321226,70942.50,0.0060,474638241,474638241,1776001825401,True
272321227,70942.80,0.0035,474638242,474638242,1776001825903,False
272321228,70942.50,0.0020,474638243,474638243,1776001828875,True
272321229,70942.80,0.0019,474638244,474638244,1776001829003,False
272321230,70942.50,0.0035,474638245,474638245,1776001829155,True
272321231,70942.50,0.0016,474638246,474638246,1776001830095,True
272321232,70942.50,0.0040,474638247,474638247,1776001831680,True
272321233,70942.80,0.0060,474638248,474638248,1776001832237,False
272321234,70942.80,0.0039,474638249,474638250,1776001832651,False
272321235,70942.50,0.0060,474638251,474638251,1776001833304,True
272321236,70942.80,0.0019,474638252,474638252,1776001833329,False
272321237,70942.50,0.0090,474638253,474638253,1776001833622,True
272321238,70942.80,0.1840,474638254,474638254,1776001833760,False
272321239,70942.80,0.0017,474638255,474638255,1776001834164,False
272321240,70942.80,0.0076,474638256,474638257,1776001834415,False
272321241,70942.50,0.0060,474638258,474638258,1776001834650,True
272321242,70942.80,0.0060,474638259,474638259,1776001835832,False
272321243,70942.80,0.0030,474638260,474638260,1776001836064,False
272321244,70942.50,0.0020,474638261,474638261,1776001836923,True
272321245,70942.50,0.0030,474638262,474638262,1776001837294,True
272321246,70942.80,0.1097,474638263,474638264,1776001839048,False
272321247,70942.80,10.0000,474638265,474638265,1776001839248,False
272321248,70942.50,0.0020,474638266,474638266,1776001839541,True
272321249,70942.50,0.0030,474638267,474638267,1776001842161,True
272321250,70942.80,0.0030,474638268,474638268,1776001843029,False
272321251,70942.50,0.0030,474638269,474638269,1776001843260,True
272321252,70942.80,0.0020,474638270,474638270,1776001843460,False
272321253,70942.50,0.0020,474638271,474638271,1776001844757,True
272321254,70942.80,0.0280,474638272,474638272,1776001844856,False
272321255,70942.50,0.0019,474638273,474638273,1776001845216,True
272321256,70942.80,0.0035,474638274,474638274,1776001847796,False
272321257,70942.80,0.0030,474638275,474638275,1776001849636,False
272321258,70942.50,0.0020,474638276,474638276,1776001849946,True
272321259,70942.50,0.1268,474638277,474638278,1776001853693,True
272321260,70942.40,0.0020,474638279,474638279,1776001855175,True
272321261,70942.40,0.0690,474638280,474638280,1776001857203,True
272321262,70942.40,0.0690,474638281,474638281,1776001858934,True
272321263,70942.40,0.0020,474638282,474638282,1776001859895,True
272321264,70942.40,0.0715,474638283,474638283,1776001862549,True
272321265,70942.40,0.0035,474638284,474638284,1776001863619,True
272321266,70942.50,0.0016,474638285,474638285,1776001864181,False
272321267,70942.40,0.0020,474638286,474638286,1776001865270,True
272321268,70942.40,0.0140,474638287,474638287,1776001868108,True
272321269,70942.40,0.0016,474638288,474638288,1776001869679,True
272321270,70942.50,0.0020,474638289,474638289,1776001870449,False
272321271,70942.50,0.0070,474638290,474638290,1776001873306,False
272321272,70942.50,0.0059,474638291,474638291,1776001874879,False
272321273,70942.50,0.0020,474638292,474638292,1776001875444,False
272321274,70942.40,0.0046,474638293,474638294,1776001877097,True
272321275,70942.50,0.1120,474638295,474638295,1776001877509,False
272321276,70942.70,0.1973,474638296,474638298,1776001877509,False
272321277,70942.80,3.2094,474638299,474638299,1776001877509,False
272321278,70942.50,0.0350,474638300,474638300,1776001880513,True
272321279,70942.80,0.0020,474638301,474638301,1776001880570,False
272321280,70942.50,0.0085,474638302,474638302,1776001880673,True
272321281,70942.70,0.0030,474638303,474638303,1776001881445,False
272321282,70942.50,0.0060,474638304,474638304,1776001881853,True
272321283,70942.70,0.0016,474638305,474638305,1776001882997,False
272321284,70942.70,0.0060,474638306,474638307,1776001884649,False
272321285,70942.50,0.0060,474638308,474638308,1776001884895,True
272321286,70942.70,0.0020,474638309,474638309,1776001885643,False
272321287,70942.70,0.0060,474638310,474638310,1776001886439,False
272321288,70942.40,0.0024,474638311,474638311,1776001886574,True
272321289,70942.60,0.0024,474638313,474638313,1776001886905,True
272321290,70942.40,0.0015,474638314,474638314,1776001887760,True
272321291,70942.40,0.0018,474638315,474638315,1776001888630,True
272321292,70942.40,0.0019,474638316,474638316,1776001888988,True
272321293,70942.40,0.0022,474638317,474638317,1776001889128,True
272321294,70942.40,0.0022,474638318,474638318,1776001889346,True
272321295,70942.70,0.0030,474638319,474638319,1776001889576,False
272321296,70942.40,0.0030,474638320,474638320,1776001889809,True
272321297,70942.40,0.0016,474638321,474638321,1776001889951,True
272321298,70942.40,0.0020,474638322,474638322,1776001890318,True
272321299,70942.70,0.0016,474638323,474638323,1776001890362,False
272321300,70942.70,0.0020,474638324,474638324,1776001890610,False
272321301,70942.40,0.0024,474638325,474638325,1776001890792,True
272321302,70942.70,0.0723,474638326,474638328,1776001891052,False
272321303,70942.80,0.4277,474638329,474638329,1776001891052,False
272321304,70942.40,0.5201,474638330,474638330,1776001891052,True
272321305,70942.80,0.0134,474638331,474638332,1776001891057,False
272321306,70942.80,0.0120,474638333,474638333,1776001891279,False
272321307,70942.40,0.3201,474638334,474638337,1776001891491,True
272321308,70942.20,0.0165,474638338,474638338,1776001891506,True
272321309,70940.20,0.3580,474638339,474638341,1776001891506,True
272321310,70940.10,2.8265,474638342,474638342,1776001891506,True
272321311,70940.10,0.0023,474638343,474638343,1776001891683,True
272321312,70940.10,7.4731,474638344,474638344,1776001891841,True
272321313,70940.10,0.0017,474638345,474638345,1776001892791,True
272321314,70940.10,0.0020,474638346,474638346,1776001892938,True
272321315,70942.70,0.0216,474638347,474638348,1776001893050,False
272321316,70942.70,0.0030,474638349,474638349,1776001893218,False
272321317,70940.20,0.0245,474638350,474638350,1776001893366,True
272321318,70940.10,12.2577,474638351,474638351,1776001893366,True
272321319,70940.10,0.0020,474638352,474638352,1776001894352,True
272321320,70942.70,0.1411,474638353,474638353,1776001894495,False
272321321,70940.20,0.1411,474638354,474638354,1776001895153,True
272321322,70940.10,0.0016,474638355,474638355,1776001895187,True
272321323,70940.10,0.0015,474638356,474638356,1776001895302,True
272321324,70942.70,0.0155,474638357,474638357,1776001895311,False
272321325,70940.20,0.0024,474638358,474638358,1776001895370,True
272321326,70942.70,0.0020,474638359,474638359,1776001895617,False
272321327,70940.20,0.0151,474638360,474638361,1776001895684,True
272321328,70940.10,0.0004,474638362,474638362,1776001895684,True
272321329,70940.10,0.0016,474638363,474638363,1776001895902,True
272321330,70940.10,0.0039,474638364,474638365,1776001896700,True
272321331,70940.10,0.0032,474638366,474638367,1776001897107,True
272321332,70942.40,0.0281,474638368,474638368,1776001897703,False
272321333,70942.70,0.1130,474638369,474638369,1776001897703,False
272321334,70940.20,0.1130,474638370,474638370,1776001898025,True
272321335,70940.10,0.5341,474638371,474638372,1776001898025,True
272321336,70940.10,0.0100,474638373,474638373,1776001898883,True
272321337,70940.10,0.0044,474638374,474638375,1776001899205,True
272321338,70940.10,0.0023,474638376,474638376,1776001899662,True
272321339,70942.70,0.0332,474638377,474638378,1776001900015,False
272321340,70940.20,0.0041,474638379,474638380,1776001900545,True
272321341,70942.70,0.1411,474638381,474638381,1776001900601,False
272321342,70940.20,0.0039,474638382,474638383,1776001901117,True
272321343,70940.20,0.0019,474638386,474638386,1776001901261,True
272321344,70942.70,0.0070,474638387,474638387,1776001901666,False
272321345,70940.20,0.0019,474638388,474638388,1776001902108,True
272321346,70942.70,0.2130,474638389,474638390,1776001902183,False
272321347,70940.20,0.0016,474638391,474638391,1776001902585,True
272321348,70940.20,0.0024,474638392,474638392,1776001903095,True
272321349,70940.20,0.0018,474638393,474638393,1776001903295,True
272321350,70942.70,0.1112,474638394,474638394,1776001903764,False
272321351,70942.80,0.0299,474638395,474638395,1776001903764,False
272321352,70940.20,0.0016,474638396,474638396,1776001903945,True
272321353,70942.70,0.0016,474638397,474638397,1776001904111,False
272321354,70942.80,0.0014,474638398,474638398,1776001904111,False
272321355,70940.20,0.0020,474638399,474638399,1776001904259,True
272321356,70940.20,0.1416,474638400,474638401,1776001904528,True
272321357,70940.10,0.0032,474638402,474638403,1776001904614,True
272321358,70940.10,0.0018,474638404,474638404,1776001905170,True
272321359,70940.10,0.0030,474638405,474638405,1776001905409,True
272321360,70940.10,0.0017,474638406,474638406,1776001906194,True
272321361,70940.10,0.0036,474638407,474638408,1776001906479,True
272321362,70942.70,0.1411,474638409,474638409,1776001906648,False
272321363,70940.20,0.0019,474638410,474638410,1776001906695,True
272321364,70940.20,0.0035,474638411,474638412,1776001907069,True
272321365,70940.20,0.1357,474638413,474638413,1776001907280,True
272321366,70940.10,0.0054,474638414,474638414,1776001907280,True
272321367,70940.10,0.0024,474638415,474638415,1776001908663,True
272321368,70940.10,0.0036,474638416,474638417,1776001908786,True
272321369,70942.70,0.0030,474638418,474638418,1776001909339,False
272321370,70942.70,0.1405,474638419,474638419,1776001909528,False
272321371,70942.80,0.0006,474638420,474638420,1776001909528,False
272321372,70940.20,0.0021,474638421,474638421,1776001909660,True
272321373,70940.20,0.1413,474638422,474638423,1776001909856,True
272321374,70940.10,0.0020,474638424,474638424,1776001909866,True
272321375,70942.70,0.0016,474638425,474638425,1776001909942,False
272321376,70940.20,0.0016,474638426,474638426,1776001910318,True
272321377,70940.10,0.0005,474638427,474638427,1776001910318,True
272321378,70940.10,0.0020,474638428,474638428,1776001910711,True
272321379,70940.10,0.0019,474638429,474638429,1776001910925,True
272321380,70940.10,0.0023,474638430,474638430,1776001911710,True
272321381,70940.10,0.0018,474638431,474638431,1776001911941,True
272321382,70940.10,0.0017,474638432,474638432,1776001912405,True
272321383,70942.70,0.1411,474638433,474638433,1776001912720,False
272321384,70940.20,0.0015,474638434,474638434,1776001912845,True
272321385,70940.20,0.0045,474638435,474638436,1776001913139,True
272321386,70940.20,0.1351,474638437,474638437,1776001913364,True
272321387,70940.10,0.0060,474638438,474638438,1776001913364,True
272321388,70942.70,0.0060,474638439,474638439,1776001913370,False
272321389,70940.20,0.0032,474638440,474638441,1776001914151,True
272321390,70940.20,0.0027,474638442,474638443,1776001914495,True
272321391,70940.10,0.0054,474638444,474638444,1776001914530,True
272321392,70942.70,0.1432,474638445,474638445,1776001914893,False
272321393,70942.80,3.2779,474638446,474638446,1776001914893,False
272321394,70942.80,0.0060,474638447,474638447,1776001915144,False
272321395,70940.20,0.0017,474638448,474638448,1776001915585,True
272321396,70940.20,0.0020,474638449,474638449,1776001915794,True
272321397,70940.20,0.0068,474638450,474638450,1776001916128,True
272321398,70940.20,0.0016,474638451,474638451,1776001916459,True
272321399,70940.20,0.0531,474638452,474638452,1776001916575,True
272321400,70940.20,0.0023,474638453,474638453,1776001916871,True
272321401,70940.20,0.0021,474638454,474638454,1776001917158,True
272321402,70940.20,0.0021,474638455,474638455,1776001917411,True
272321403,70940.20,0.0020,474638456,474638456,1776001918702,True
272321404,70940.20,0.0087,474638457,474638458,1776001918855,True
272321405,70940.20,0.0037,474638459,474638460,1776001919153,True
272321406,70940.20,0.0020,474638461,474638461,1776001919501,True
272321407,70940.20,0.0015,474638462,474638462,1776001919936,True
272321408,70940.20,0.0016,474638463,474638463,1776001920071,True
272321409,70940.20,0.0015,474638464,474638464,1776001920564,True
272321410,70940.20,0.0020,474638465,474638465,1776001920811,True
272321411,70940.20,0.0020,474638466,474638466,1776001921155,True
272321412,70940.20,0.0022,474638467,474638467,1776001921484,True
272321413,70940.20,0.0092,474638468,474638469,1776001921645,True
272321414,70940.20,0.0021,474638470,474638470,1776001921890,True
272321415,70940.20,0.0060,474638471,474638471,1776001922134,True
272321416,70940.20,0.0018,474638472,474638472,1776001922418,True
272321417,70940.20,0.0022,474638473,474638473,1776001923221,True
272321418,70940.20,0.0015,474638474,474638474,1776001924081,True
272321419,70942.70,0.0030,474638475,474638475,1776001924555,False
272321420,70940.20,0.0017,474638476,474638476,1776001924964,True
272321421,70940.20,0.0100,474638477,474638477,1776001925673,True
272321422,70942.70,0.0260,474638478,474638479,1776001926098,False
272321423,70942.70,0.0028,474638480,474638480,1776001926929,False
272321424,70940.20,0.0030,474638481,474638481,1776001928320,True
272321425,70942.70,0.0060,474638482,474638482,1776001928575,False
272321426,70940.20,0.2476,474638483,474638484,1776001928584,True
272321427,70940.10,2.5524,474638485,474638485,1776001928584,True
272321428,70942.70,0.0020,474638486,474638486,1776001929475,False
272321429,70942.70,0.0406,474638487,474638487,1776001931025,False
272321430,70941.60,0.0060,474638488,474638488,1776001932088,True
272321431,70940.20,0.0426,474638489,474638489,1776001934104,True
272321432,70940.10,0.9574,474638490,474638490,1776001934104,True
272321433,70942.70,0.0185,474638491,474638491,1776001934267,False
272321434,70942.70,0.0020,474638492,474638492,1776001934936,False
272321435,70940.20,0.0205,474638493,474638494,1776001936524,True
272321436,70940.10,0.2795,474638495,474638495,1776001936524,True
272321437,70940.10,0.0030,474638496,474638496,1776001939934,True
272321438,70942.70,0.0020,474638497,474638497,1776001940123,False
272321439,70942.70,0.0030,474638498,474638498,1776001940400,False
272321440,70940.20,0.0050,474638499,474638499,1776001944487,True
272321441,70940.10,0.0019,474638500,474638500,1776001944487,True
272321442,70942.70,0.0020,474638501,474638501,1776001945669,False
272321443,70942.70,0.0016,474638502,474638502,1776001947388,False
272321444,70940.20,0.0030,474638503,474638503,1776001947467,True
272321445,70942.70,0.3727,474638504,474638505,1776001947564,False
272321446,70942.80,2.6473,474638506,474638506,1776001947564,False
272321447,70942.80,0.0030,474638507,474638507,1776001948231,False
272321448,70940.20,0.3731,474638508,474638509,1776001948753,True
272321449,70940.10,2.8416,474638510,474638510,1776001948753,True
272321450,70940.10,0.0053,474638511,474638511,1776001948963,True
272321451,70942.70,0.0030,474638512,474638512,1776001949287,False
272321452,70940.20,0.0030,474638513,474638513,1776001949898,True
272321453,70940.10,0.0007,474638514,474638514,1776001949898,True
272321454,70940.10,0.1439,474638515,474638516,1776001952056,True
272321455,70940.10,0.0016,474638517,474638517,1776001952891,True
272321456,70940.10,1.0000,474638518,474638518,1776001953011,True
272321457,70942.70,0.0050,474638519,474638520,1776001955683,False
272321458,70940.10,0.0090,474638521,474638521,1776001955689,True
272321459,70940.20,0.0030,474638522,474638522,1776001957784,True
272321460,70942.70,0.0060,474638523,474638523,1776001958367,False
272321461,70940.20,0.0016,474638524,474638524,1776001958550,True
272321462,70942.50,0.0008,474638525,474638525,1776001960714,True
272321463,70942.50,0.0092,474638526,474638526,1776001961449,True
272321464,70940.20,0.0063,474638527,474638528,1776001961449,True
272321465,70940.20,0.0006,474638529,474638530,1776001961650,True
272321466,70940.20,0.0060,474638531,474638531,1776001962636,True
272321467,70940.20,0.1180,474638532,474638532,1776001965096,True
272321468,70942.70,0.0016,474638533,474638533,1776001966200,False
272321469,70942.50,0.0020,474638534,474638534,1776001968905,True
272321470,70942.50,0.0002,474638535,474638535,1776001969168,True
272321471,70942.50,0.0030,474638536,474638536,1776001969521,True
272321472,70942.70,0.0030,474638537,474638537,1776001971587,False
272321473,70942.50,0.0016,474638538,474638538,1776001971620,True
272321474,70942.50,0.0020,474638539,474638539,1776001974215,True
272321475,70942.70,0.3684,474638540,474638541,1776001975102,False
272321476,70942.80,0.4977,474638542,474638542,1776001975102,False
272321477,70942.50,0.0012,474638543,474638543,1776001975465,True
272321478,70940.20,0.0288,474638544,474638544,1776001975465,True
272321479,70940.20,0.0016,474638545,474638545,1776001976998,True
272321480,70940.20,0.0020,474638546,474638546,1776001979738,True
272321481,70942.80,0.7037,474638547,474638547,1776001982230,False
272321482,70940.20,0.3000,474638548,474638548,1776001984065,True
272321483,70940.20,0.0030,474638549,474638549,1776001984805,True
272321484,70942.70,0.0016,474638550,474638550,1776001985551,False
272321485,70942.70,0.0030,474638551,474638551,1776001986053,False
272321486,70940.20,0.3574,474638552,474638554,1776001987112,True
272321487,70940.20,0.0030,474638555,474638555,1776001987234,True
272321488,70942.60,0.0030,474638556,474638556,1776001992339,False
272321489,70940.20,0.0060,474638557,474638557,1776001993784,True
272321490,70940.20,0.1321,474638558,474638559,1776001999066,True
272321491,70940.10,6.4865,474638560,474638562,1776001999066,True
272321492,70942.60,0.3451,474638563,474638564,1776001999682,False
272321493,70942.60,0.0060,474638565,474638565,1776002000806,False
272321494,70940.20,0.0704,474638566,474638566,1776002002003,True
272321495,70942.60,0.0016,474638567,474638567,1776002003353,False
272321496,70942.60,0.0903,474638568,474638569,1776002006733,False
272321497,70942.70,0.7885,474638570,474638570,1776002006733,False
272321498,70942.70,0.0016,474638571,474638571,1776002009375,False
272321499,70941.60,0.0020,474638572,474638572,1776002014733,True
272321500,70940.20,0.0052,474638573,474638575,1776002014733,True
272321501,70940.20,0.0016,474638576,474638576,1776002014981,True
272321502,70940.20,0.0024,474638577,474638577,1776002016131,True
272321503,70940.20,0.0062,474638578,474638580,1776002016318,True
272321504,70940.20,0.3570,474638581,474638582,1776002016663,True
272321505,70940.10,0.6430,474638583,474638583,1776002016663,True
272321506,70940.10,0.0090,474638584,474638584,1776002017728,True
272321507,70942.70,0.0030,474638585,474638585,1776002017750,False
272321508,70940.10,0.0040,474638586,474638587,1776002017942,True
272321509,70940.10,0.0017,474638588,474638588,1776002018368,True
272321510,70940.10,0.0017,474638589,474638589,1776002018482,True
272321511,70940.10,0.0023,474638590,474638590,1776002019199,True
272321512,70940.10,0.0024,474638591,474638591,1776002019310,True
272321513,70940.10,0.0015,474638592,474638592,1776002019790,True
272321514,70940.10,0.0016,474638593,474638593,1776002020006,True
272321515,70942.70,0.2787,474638594,474638594,1776002020055,False
272321516,70940.10,0.0019,474638595,474638595,1776002020546,True
272321517,70940.10,0.0020,474638596,474638596,1776002021963,True
272321518,70940.10,0.0019,474638597,474638597,1776002022173,True
272321519,70940.10,0.0016,474638598,474638598,1776002022498,True
272321520,70940.10,0.0021,474638599,474638599,1776002022622,True
272321521,70940.10,0.0042,474638600,474638601,1776002023670,True
272321522,70940.10,0.0016,474638602,474638602,1776002024358,True
272321523,70940.10,0.0021,474638603,474638603,1776002024903,True
272321524,70940.10,0.0024,474638604,474638604,1776002025171,True
272321525,70940.10,0.0018,474638605,474638605,1776002025606,True
272321526,70940.10,0.0041,474638606,474638607,1776002025959,True
272321527,70940.10,0.0038,474638608,474638609,1776002027663,True
272321528,70940.10,0.0020,474638610,474638610,1776002027824,True
272321529,70940.10,0.0021,474638611,474638611,1776002028290,True
272321530,70940.10,0.0024,474638612,474638612,1776002028654,True
272321531,70940.10,0.0023,474638613,474638613,1776002029010,True
272321532,70940.10,0.0047,474638614,474638615,1776002029186,True
272321533,70942.70,0.0001,474638616,474638616,1776002029741,False
272321534,70940.10,0.0020,474638617,474638617,1776002029920,True
272321535,70940.10,0.0042,474638618,474638619,1776002030191,True
272321536,70940.10,0.0058,474638620,474638622,1776002031831,True
272321537,70940.10,0.0020,474638623,474638623,1776002033335,True
272321538,70940.10,0.0019,474638624,474638624,1776002033462,True
272321539,70942.70,0.0030,474638625,474638625,1776002033684,False
272321540,70940.10,0.0037,474638626,474638627,1776002033706,True
272321541,70942.70,0.0060,474638628,474638628,1776002033923,False
272321542,70940.10,0.0017,474638629,474638629,1776002033981,True
272321543,70940.10,0.0022,474638630,474638630,1776002034746,True
272321544,70942.70,0.0015,474638631,474638631,1776002034760,False
272321545,70940.10,0.0023,474638632,474638632,1776002035260,True
272321546,70940.10,0.0019,474638633,474638633,1776002035407,True
272321547,70940.10,0.0016,474638634,474638634,1776002035937,True
272321548,70940.10,0.0016,474638635,474638635,1776002036405,True
272321549,70940.10,0.0018,474638636,474638636,1776002037224,True
272321550,70940.10,0.0016,474638637,474638637,1776002037403,True
272321551,70940.10,0.0018,474638638,474638638,1776002037659,True
272321552,70940.10,0.0020,474638639,474638639,1776002037804,True
272321553,70940.10,0.0039,474638640,474638641,1776002038923,True
272321554,70940.10,0.0016,474638642,474638642,1776002039344,True
272321555,70940.10,0.0018,474638643,474638643,1776002039618,True
272321556,70940.10,0.0021,474638644,474638644,1776002040243,True
272321557,70940.10,0.0064,474638645,474638646,1776002040484,True
272321558,70940.10,0.0018,474638647,474638647,1776002041563,True
272321559,70940.10,0.0021,474638648,474638648,1776002041695,True
272321560,70940.10,0.0058,474638649,474638650,1776002042292,True
272321561,70940.10,0.0022,474638651,474638651,1776002042686,True
272321562,70940.10,0.0060,474638652,474638652,1776002042937,True
272321563,70940.10,0.0016,474638653,474638653,1776002043832,True
